date,code,broker,lot,val,avg,status,fd
05/10/2019,JPFA,CP,31811.0,46889414,1474.0,B,A
05/10/2019,JPFA,YP,28651.0,42374829,1479.0,B,A
05/10/2019,JPFA,PD,18657.0,27537732,1476.0,B,A
05/10/2019,JPFA,CG,11603.0,16975189,1463.0,B,A
05/10/2019,JPFA,DR,10722.0,15879282,1481.0,B,A
05/10/2019,JPFA,YU,9710.0,14370800,1480.0,B,A
05/10/2019,JPFA,ZP,9337.0,13753401,1473.0,B,A
05/10/2019,JPFA,GR,7984.0,11752448,1472.0,B,A
05/10/2019,JPFA,NI,7700.0,11411400,1482.0,B,A
05/10/2019,JPFA,YJ,7140.0,10545780,1477.0,B,A
05/10/2019,JPFA,YP,33972.0,50380476,1483.0,S,A
05/10/2019,JPFA,CC,18317.0,27054209,1477.0,S,A
05/10/2019,JPFA,AK,17880.0,26337240,1473.0,S,A
05/10/2019,JPFA,PD,10529.0,15551333,1477.0,S,A
05/10/2019,JPFA,GR,9175.0,13514775,1473.0,S,A
05/10/2019,JPFA,NI,7088.0,10497328,1481.0,S,A
05/10/2019,JPFA,KK,6890.0,10093850,1465.0,S,A
05/10/2019,JPFA,CP,6728.0,9910344,1473.0,S,A
05/10/2019,JPFA,YU,6539.0,9690798,1482.0,S,A
05/10/2019,JPFA,IF,5963.0,8795425,1475.0,S,A
05/10/2019,JPFA,CG,11603.0,16975189,1463.0,B,F
05/10/2019,JPFA,DX,4962.0,7373532,1486.0,B,F
05/10/2019,JPFA,CS,1218.0,1803858,1481.0,B,F
05/10/2019,JPFA,YU,1000.0,1505000,1505.0,B,F
05/10/2019,JPFA,AK,762.0,1132332,1486.0,B,F
05/10/2019,JPFA,KI,200.0,291000,1455.0,B,F
05/10/2019,JPFA,YP,66.0,99660,1510.0,B,F
05/10/2019,JPFA,GR,50.0,73500,1470.0,B,F
05/10/2019,JPFA,CC,16.0,23680,1480.0,B,F
05/10/2019,JPFA,AK,17880.0,26337240,1473.0,S,F
05/10/2019,JPFA,CS,5335.0,7917140,1484.0,S,F
05/10/2019,JPFA,BK,2016.0,2971584,1474.0,S,F
05/10/2019,JPFA,YU,1000.0,1485000,1485.0,S,F
05/10/2019,JPFA,CC,628.0,916880,1460.0,S,F
05/10/2019,JPFA,AI,170.0,252450,1485.0,S,F
05/10/2019,JPFA,MS,51.0,75531,1481.0,S,F
05/10/2019,JPFA,YP,7.0,10325,1475.0,S,F
05/10/2019,JPFA,CP,31811.0,46889414,1474.0,B,D
05/10/2019,JPFA,YP,28585.0,42277215,1479.0,B,D
05/10/2019,JPFA,PD,18657.0,27537732,1476.0,B,D
05/10/2019,JPFA,DR,10722.0,15879282,1481.0,B,D
05/10/2019,JPFA,ZP,9337.0,13753401,1473.0,B,D
05/10/2019,JPFA,YU,8710.0,12864670,1477.0,B,D
05/10/2019,JPFA,GR,7934.0,11678848,1472.0,B,D
05/10/2019,JPFA,NI,7700.0,11411400,1482.0,B,D
05/10/2019,JPFA,YJ,7140.0,10545780,1477.0,B,D
05/10/2019,JPFA,KK,6970.0,10385300,1490.0,B,D
05/10/2019,JPFA,YP,33965.0,50370095,1483.0,S,D
05/10/2019,JPFA,CC,17689.0,26126653,1477.0,S,D
05/10/2019,JPFA,PD,10529.0,15551333,1477.0,S,D
05/10/2019,JPFA,GR,9175.0,13514775,1473.0,S,D
05/10/2019,JPFA,NI,7088.0,10497328,1481.0,S,D
05/10/2019,JPFA,KK,6890.0,10093850,1465.0,S,D
05/10/2019,JPFA,CP,6728.0,9910344,1473.0,S,D
05/10/2019,JPFA,IF,5963.0,8795425,1475.0,S,D
05/10/2019,JPFA,DR,5787.0,8553186,1478.0,S,D
05/10/2019,JPFA,YU,5539.0,8208798,1482.0,S,D
05/13/2019,JPFA,CG,86157.0,124841493,1449.0,B,A
05/13/2019,JPFA,YP,38765.0,56325545,1453.0,B,A
05/13/2019,JPFA,DX,14807.0,21647834,1462.0,B,A
05/13/2019,JPFA,PD,11735.0,17039220,1452.0,B,A
05/13/2019,JPFA,CC,8839.0,12887262,1458.0,B,A
05/13/2019,JPFA,DH,8071.0,11735234,1454.0,B,A
05/13/2019,JPFA,ZP,7040.0,10362880,1472.0,B,A
05/13/2019,JPFA,KK,5398.0,7897274,1463.0,B,A
05/13/2019,JPFA,YJ,5000.0,7370000,1474.0,B,A
05/13/2019,JPFA,LG,4292.0,6227692,1451.0,B,A
05/13/2019,JPFA,BK,39112.0,56947072,1456.0,S,A
05/13/2019,JPFA,CC,15038.0,21714872,1444.0,S,A
05/13/2019,JPFA,YP,14580.0,21315960,1462.0,S,A
05/13/2019,JPFA,YU,13924.0,20203724,1451.0,S,A
05/13/2019,JPFA,PD,12974.0,18682560,1440.0,S,A
05/13/2019,JPFA,CP,10877.0,15956559,1467.0,S,A
05/13/2019,JPFA,DX,10265.0,14956105,1457.0,S,A
05/13/2019,JPFA,MI,10000.0,14600000,1460.0,S,A
05/13/2019,JPFA,AZ,8791.0,12746950,1450.0,S,A
05/13/2019,JPFA,GR,8715.0,12558315,1441.0,S,A
05/13/2019,JPFA,CG,86157.0,124841493,1449.0,B,F
05/13/2019,JPFA,DX,10000.0,14630000,1463.0,B,F
05/13/2019,JPFA,ZP,6280.0,9269280,1476.0,B,F
05/13/2019,JPFA,AO,3000.0,4320000,1440.0,B,F
05/13/2019,JPFA,PK,2000.0,2890000,1445.0,B,F
05/13/2019,JPFA,IN,2000.0,2860000,1430.0,B,F
05/13/2019,JPFA,YU,1000.0,1470000,1470.0,B,F
05/13/2019,JPFA,YP,573.0,830850,1450.0,B,F
05/13/2019,JPFA,GR,125.0,181875,1455.0,B,F
05/13/2019,JPFA,OD,8.0,11480,1435.0,B,F
05/13/2019,JPFA,BK,39112.0,56947072,1456.0,S,F
05/13/2019,JPFA,CS,7724.0,11246144,1456.0,S,F
05/13/2019,JPFA,DX,7445.0,10854810,1458.0,S,F
05/13/2019,JPFA,AK,5820.0,8526300,1465.0,S,F
05/13/2019,JPFA,YU,1000.0,1430000,1430.0,S,F
05/13/2019,JPFA,CC,408.0,595680,1460.0,S,F
05/13/2019,JPFA,MS,11.0,16038,1458.0,S,F
05/13/2019,JPFA,YP,38192.0,55492976,1453.0,B,D
05/13/2019,JPFA,PD,11735.0,17039220,1452.0,B,D
05/13/2019,JPFA,CC,8839.0,12887262,1458.0,B,D
05/13/2019,JPFA,DH,8071.0,11735234,1454.0,B,D
05/13/2019,JPFA,KK,5398.0,7897274,1463.0,B,D
05/13/2019,JPFA,YJ,5000.0,7370000,1474.0,B,D
05/13/2019,JPFA,DX,4807.0,7023027,1461.0,B,D
05/13/2019,JPFA,LG,4292.0,6227692,1451.0,B,D
05/13/2019,JPFA,GR,3610.0,5270600,1460.0,B,D
05/13/2019,JPFA,RB,3500.0,5106500,1459.0,B,D
05/13/2019,JPFA,CC,14630.0,21111090,1443.0,S,D
05/13/2019,JPFA,YP,14580.0,21315960,1462.0,S,D
05/13/2019,JPFA,PD,12974.0,18682560,1440.0,S,D
05/13/2019,JPFA,YU,12924.0,18765648,1452.0,S,D
05/13/2019,JPFA,CP,10877.0,15956559,1467.0,S,D
05/13/2019,JPFA,MI,10000.0,14600000,1460.0,S,D
05/13/2019,JPFA,AZ,8791.0,12746950,1450.0,S,D
05/13/2019,JPFA,GR,8715.0,12558315,1441.0,S,D
05/13/2019,JPFA,FS,7651.0,11017440,1440.0,S,D
05/13/2019,JPFA,KI,6200.0,9089200,1466.0,S,D
05/14/2019,JPFA,YP,34275.0,47779350,1394.0,B,A
05/14/2019,JPFA,DX,20173.0,29674483,1471.0,B,A
05/14/2019,JPFA,CG,19606.0,27311158,1393.0,B,A
05/14/2019,JPFA,PD,18692.0,26037956,1393.0,B,A
05/14/2019,JPFA,YU,17454.0,24295968,1392.0,B,A
05/14/2019,JPFA,LG,16813.0,23370070,1390.0,B,A
05/14/2019,JPFA,CC,15659.0,21844305,1395.0,B,A
05/14/2019,JPFA,AO,11533.0,16077002,1394.0,B,A
05/14/2019,JPFA,ZP,11464.0,15957888,1392.0,B,A
05/14/2019,JPFA,CP,9687.0,13503678,1394.0,B,A
05/14/2019,JPFA,YP,33730.0,47019620,1394.0,S,A
05/14/2019,JPFA,CC,25672.0,35786768,1394.0,S,A
05/14/2019,JPFA,LG,16685.0,23325630,1398.0,S,A
05/14/2019,JPFA,YB,15431.0,21464521,1391.0,S,A
05/14/2019,JPFA,PD,14760.0,20575440,1394.0,S,A
05/14/2019,JPFA,KZ,14423.0,20091239,1393.0,S,A
05/14/2019,JPFA,DX,12324.0,18744804,1521.0,S,A
05/14/2019,JPFA,CG,11968.0,16671424,1393.0,S,A
05/14/2019,JPFA,GR,9797.0,13637424,1392.0,S,A
05/14/2019,JPFA,CP,9523.0,13246493,1391.0,S,A
05/14/2019,JPFA,CG,19606.0,27311158,1393.0,B,F
05/14/2019,JPFA,DX,10000.0,13930000,1393.0,B,F
05/14/2019,JPFA,YU,9718.0,13498302,1389.0,B,F
05/14/2019,JPFA,AO,9500.0,13252500,1395.0,B,F
05/14/2019,JPFA,BK,3341.0,4643990,1390.0,B,F
05/14/2019,JPFA,ZP,3000.0,4185000,1395.0,B,F
05/14/2019,JPFA,AK,2707.0,3778972,1396.0,B,F
05/14/2019,JPFA,CC,2163.0,3036852,1404.0,B,F
05/14/2019,JPFA,KK,1090.0,1516190,1391.0,B,F
05/14/2019,JPFA,PK,1000.0,1390000,1390.0,B,F
05/14/2019,JPFA,KZ,14423.0,20091239,1393.0,S,F
05/14/2019,JPFA,AK,9118.0,12701374,1393.0,S,F
05/14/2019,JPFA,CG,8447.0,11766671,1393.0,S,F
05/14/2019,JPFA,BK,7361.0,10253873,1393.0,S,F
05/14/2019,JPFA,CS,4365.0,6084810,1394.0,S,F
05/14/2019,JPFA,MS,4132.0,5760008,1394.0,S,F
05/14/2019,JPFA,YP,1912.0,2661504,1392.0,S,F
05/14/2019,JPFA,YU,1000.0,1390000,1390.0,S,F
05/14/2019,JPFA,CC,187.0,260865,1395.0,S,F
05/14/2019,JPFA,YP,34275.0,47779350,1394.0,B,D
05/14/2019,JPFA,PD,18692.0,26037956,1393.0,B,D
05/14/2019,JPFA,LG,16813.0,23370070,1390.0,B,D
05/14/2019,JPFA,CC,13496.0,18813424,1394.0,B,D
05/14/2019,JPFA,DX,10173.0,15737631,1547.0,B,D
05/14/2019,JPFA,CP,9687.0,13503678,1394.0,B,D
05/14/2019,JPFA,LS,9675.0,13496625,1395.0,B,D
05/14/2019,JPFA,ZP,8464.0,11773424,1391.0,B,D
05/14/2019,JPFA,YU,7736.0,10791720,1395.0,B,D
05/14/2019,JPFA,DH,6014.0,8395544,1396.0,B,D
05/14/2019,JPFA,YP,31818.0,44354292,1394.0,S,D
05/14/2019,JPFA,CC,25485.0,35526090,1394.0,S,D
05/14/2019,JPFA,LG,16685.0,23325630,1398.0,S,D
05/14/2019,JPFA,YB,15431.0,21464521,1391.0,S,D
05/14/2019,JPFA,PD,14760.0,20575440,1394.0,S,D
05/14/2019,JPFA,DX,12324.0,18744804,1521.0,S,D
05/14/2019,JPFA,GR,9797.0,13637424,1392.0,S,D
05/14/2019,JPFA,CP,9523.0,13246493,1391.0,S,D
05/14/2019,JPFA,MG,6312.0,8824176,1398.0,S,D
05/14/2019,JPFA,DH,5889.0,8226933,1397.0,S,D
05/15/2019,JPFA,CG,109221.0,144936267,1327.0,B,A
05/15/2019,JPFA,YP,54115.0,72892905,1347.0,B,A
05/15/2019,JPFA,GR,36792.0,50000328,1359.0,B,A
05/15/2019,JPFA,CS,31237.0,42357372,1356.0,B,A
05/15/2019,JPFA,LG,17448.0,23921208,1371.0,B,A
05/15/2019,JPFA,YU,16602.0,22429302,1351.0,B,A
05/15/2019,JPFA,PD,15876.0,21511980,1355.0,B,A
05/15/2019,JPFA,IF,15203.0,20706486,1362.0,B,A
05/15/2019,JPFA,CC,13825.0,18649925,1349.0,B,A
05/15/2019,JPFA,KK,13464.0,18257184,1356.0,B,A
05/15/2019,JPFA,DX,67427.0,90959023,1349.0,S,A
05/15/2019,JPFA,YP,56771.0,77095018,1358.0,S,A
05/15/2019,JPFA,CS,43036.0,59045392,1372.0,S,A
05/15/2019,JPFA,LG,40135.0,53178875,1325.0,S,A
05/15/2019,JPFA,DB,35000.0,46935000,1341.0,S,A
05/15/2019,JPFA,PD,21349.0,28671707,1343.0,S,A
05/15/2019,JPFA,CC,21064.0,28141504,1336.0,S,A
05/15/2019,JPFA,FS,17753.0,23558231,1327.0,S,A
05/15/2019,JPFA,AG,16656.0,22535568,1353.0,S,A
05/15/2019,JPFA,KI,14600.0,19607800,1343.0,S,A
05/15/2019,JPFA,CG,108892.0,144499684,1327.0,B,F
05/15/2019,JPFA,CS,31237.0,42357372,1356.0,B,F
05/15/2019,JPFA,YU,9473.0,12798023,1351.0,B,F
05/15/2019,JPFA,AK,5803.0,7717990,1330.0,B,F
05/15/2019,JPFA,DB,5000.0,6710000,1342.0,B,F
05/15/2019,JPFA,ZP,2000.0,2696000,1348.0,B,F
05/15/2019,JPFA,GR,500.0,666500,1333.0,B,F
05/15/2019,JPFA,YP,250.0,340000,1360.0,B,F
05/15/2019,JPFA,MS,64.0,88832,1388.0,B,F
05/15/2019,JPFA,OD,8.0,10720,1340.0,B,F
05/15/2019,JPFA,DX,62326.0,83766144,1344.0,S,F
05/15/2019,JPFA,CS,43036.0,59045392,1372.0,S,F
05/15/2019,JPFA,RX,6995.0,9331330,1334.0,S,F
05/15/2019,JPFA,AK,4365.0,5849100,1340.0,S,F
05/15/2019,JPFA,BK,2243.0,3032536,1352.0,S,F
05/15/2019,JPFA,CC,1976.0,2635984,1334.0,S,F
05/15/2019,JPFA,YU,1000.0,1325000,1325.0,S,F
05/15/2019,JPFA,DP,819.0,1096641,1339.0,S,F
05/15/2019,JPFA,YP,53865.0,72556155,1347.0,B,D
05/15/2019,JPFA,GR,36292.0,49357120,1360.0,B,D
05/15/2019,JPFA,LG,17448.0,23921208,1371.0,B,D
05/15/2019,JPFA,PD,15876.0,21511980,1355.0,B,D
05/15/2019,JPFA,IF,15203.0,20706486,1362.0,B,D
05/15/2019,JPFA,CC,13825.0,18649925,1349.0,B,D
05/15/2019,JPFA,KK,13464.0,18257184,1356.0,B,D
05/15/2019,JPFA,YJ,11204.0,15114196,1349.0,B,D
05/15/2019,JPFA,DX,8882.0,12301570,1385.0,B,D
05/15/2019,JPFA,EL,8400.0,11146800,1327.0,B,D
05/15/2019,JPFA,YP,56771.0,77095018,1358.0,S,D
05/15/2019,JPFA,LG,40135.0,53178875,1325.0,S,D
05/15/2019,JPFA,DB,35000.0,46935000,1341.0,S,D
05/15/2019,JPFA,PD,21349.0,28671707,1343.0,S,D
05/15/2019,JPFA,CC,19088.0,25501568,1336.0,S,D
05/15/2019,JPFA,FS,17753.0,23558231,1327.0,S,D
05/15/2019,JPFA,AG,16656.0,22535568,1353.0,S,D
05/15/2019,JPFA,KI,14600.0,19607800,1343.0,S,D
05/15/2019,JPFA,GR,10899.0,14506569,1331.0,S,D
05/15/2019,JPFA,MG,8863.0,11840968,1336.0,S,D
05/16/2019,JPFA,CG,78453.0,101910447,1299.0,B,A
05/16/2019,JPFA,YP,33393.0,43744830,1310.0,B,A
05/16/2019,JPFA,YU,30746.0,40123530,1305.0,B,A
05/16/2019,JPFA,CC,20841.0,27322551,1311.0,B,A
05/16/2019,JPFA,IF,16914.0,22106598,1307.0,B,A
05/16/2019,JPFA,PD,13562.0,17901840,1320.0,B,A
05/16/2019,JPFA,AR,12605.0,16777255,1331.0,B,A
05/16/2019,JPFA,LG,11808.0,15374016,1302.0,B,A
05/16/2019,JPFA,YJ,11125.0,14662750,1318.0,B,A
05/16/2019,JPFA,BK,10000.0,13010000,1301.0,B,A
05/16/2019,JPFA,SQ,47194.0,61399394,1301.0,S,A
05/16/2019,JPFA,DX,46243.0,60300872,1304.0,S,A
05/16/2019,JPFA,CD,39535.0,51435035,1301.0,S,A
05/16/2019,JPFA,KZ,28205.0,36920345,1309.0,S,A
05/16/2019,JPFA,YP,28023.0,36710130,1310.0,S,A
05/16/2019,JPFA,CC,13532.0,17902836,1323.0,S,A
05/16/2019,JPFA,KI,13282.0,17186908,1294.0,S,A
05/16/2019,JPFA,PD,10536.0,13833768,1313.0,S,A
05/16/2019,JPFA,LG,10211.0,13447887,1317.0,S,A
05/16/2019,JPFA,KK,9909.0,13050153,1317.0,S,A
05/16/2019,JPFA,CG,78453.0,101910447,1299.0,B,F
05/16/2019,JPFA,BK,10000.0,13010000,1301.0,B,F
05/16/2019,JPFA,YU,6258.0,8235528,1316.0,B,F
05/16/2019,JPFA,AK,4187.0,5539401,1323.0,B,F
05/16/2019,JPFA,DX,1800.0,2347200,1304.0,B,F
05/16/2019,JPFA,ZP,1400.0,1827000,1305.0,B,F
05/16/2019,JPFA,CC,1236.0,1612980,1305.0,B,F
05/16/2019,JPFA,DX,46021.0,60011384,1304.0,S,F
05/16/2019,JPFA,KZ,28205.0,36920345,1309.0,S,F
05/16/2019,JPFA,CS,2910.0,3847020,1322.0,S,F
05/16/2019,JPFA,BK,2115.0,2768535,1309.0,S,F
05/16/2019,JPFA,YU,1000.0,1300000,1300.0,S,F
05/16/2019,JPFA,AK,528.0,686400,1300.0,S,F
05/16/2019,JPFA,KS,5.0,6500,1300.0,S,F
05/16/2019,JPFA,YP,33393.0,43744830,1310.0,B,D
05/16/2019,JPFA,YU,24488.0,31907864,1303.0,B,D
05/16/2019,JPFA,CC,19605.0,25702155,1311.0,B,D
05/16/2019,JPFA,IF,16914.0,22106598,1307.0,B,D
05/16/2019,JPFA,PD,13562.0,17901840,1320.0,B,D
05/16/2019,JPFA,AR,12605.0,16777255,1331.0,B,D
05/16/2019,JPFA,LG,11808.0,15374016,1302.0,B,D
05/16/2019,JPFA,YJ,11125.0,14662750,1318.0,B,D
05/16/2019,JPFA,DR,9146.0,12054428,1318.0,B,D
05/16/2019,JPFA,NI,8734.0,11415338,1307.0,B,D
05/16/2019,JPFA,SQ,47194.0,61399394,1301.0,S,D
05/16/2019,JPFA,CD,39535.0,51435035,1301.0,S,D
05/16/2019,JPFA,YP,28023.0,36710130,1310.0,S,D
05/16/2019,JPFA,CC,13532.0,17902836,1323.0,S,D
05/16/2019,JPFA,KI,13282.0,17186908,1294.0,S,D
05/16/2019,JPFA,PD,10536.0,13833768,1313.0,S,D
05/16/2019,JPFA,LG,10211.0,13447887,1317.0,S,D
05/16/2019,JPFA,KK,9909.0,13050153,1317.0,S,D
05/16/2019,JPFA,CP,9876.0,12986940,1315.0,S,D
05/16/2019,JPFA,DR,8894.0,11713398,1317.0,S,D
05/17/2019,JPFA,CC,94235.0,124861375,1325.0,B,A
05/17/2019,JPFA,KZ,49505.0,65148580,1316.0,B,A
05/17/2019,JPFA,YP,36888.0,48950376,1327.0,B,A
05/17/2019,JPFA,YU,31585.0,41755370,1322.0,B,A
05/17/2019,JPFA,BK,26019.0,34110909,1311.0,B,A
05/17/2019,JPFA,PD,15050.0,20076700,1334.0,B,A
05/17/2019,JPFA,AI,11510.0,15308300,1330.0,B,A
05/17/2019,JPFA,GR,8655.0,11519805,1331.0,B,A
05/17/2019,JPFA,EP,8407.0,11105647,1321.0,B,A
05/17/2019,JPFA,KS,7981.0,10542901,1321.0,B,A
05/17/2019,JPFA,YU,46688.0,61908288,1326.0,S,A
05/17/2019,JPFA,MS,44126.0,58422824,1324.0,S,A
05/17/2019,JPFA,YP,41034.0,54411084,1326.0,S,A
05/17/2019,JPFA,KZ,31782.0,41952240,1320.0,S,A
05/17/2019,JPFA,LG,27844.0,36559172,1313.0,S,A
05/17/2019,JPFA,CC,23895.0,31756455,1329.0,S,A
05/17/2019,JPFA,FS,18187.0,24134149,1327.0,S,A
05/17/2019,JPFA,PD,16277.0,21567025,1325.0,S,A
05/17/2019,JPFA,AO,13687.0,18080527,1321.0,S,A
05/17/2019,JPFA,DR,11245.0,14719705,1309.0,S,A
05/17/2019,JPFA,CC,84556.0,112036700,1325.0,B,F
05/17/2019,JPFA,KZ,49505.0,65148580,1316.0,B,F
05/17/2019,JPFA,BK,26019.0,34110909,1311.0,B,F
05/17/2019,JPFA,YU,7430.0,9867040,1328.0,B,F
05/17/2019,JPFA,CS,5900.0,7723100,1309.0,B,F
05/17/2019,JPFA,AI,2000.0,2690000,1345.0,B,F
05/17/2019,JPFA,GR,75.0,99750,1330.0,B,F
05/17/2019,JPFA,MS,44126.0,58422824,1324.0,S,F
05/17/2019,JPFA,KZ,9282.0,12103728,1304.0,S,F
05/17/2019,JPFA,CS,3395.0,4481400,1320.0,S,F
05/17/2019,JPFA,KK,1000.0,1320000,1320.0,S,F
05/17/2019,JPFA,YU,500.0,660000,1320.0,S,F
05/17/2019,JPFA,CC,384.0,506880,1320.0,S,F
05/17/2019,JPFA,YP,36888.0,48950376,1327.0,B,D
05/17/2019,JPFA,YU,24155.0,31884600,1320.0,B,D
05/17/2019,JPFA,PD,15050.0,20076700,1334.0,B,D
05/17/2019,JPFA,CC,9679.0,12853712,1328.0,B,D
05/17/2019,JPFA,AI,9510.0,12619770,1327.0,B,D
05/17/2019,JPFA,GR,8580.0,11419980,1331.0,B,D
05/17/2019,JPFA,EP,8407.0,11105647,1321.0,B,D
05/17/2019,JPFA,KS,7981.0,10542901,1321.0,B,D
05/17/2019,JPFA,IF,7651.0,10168179,1329.0,B,D
05/17/2019,JPFA,BQ,7427.0,9877910,1330.0,B,D
05/17/2019,JPFA,YU,46188.0,61245288,1326.0,S,D
05/17/2019,JPFA,YP,41034.0,54411084,1326.0,S,D
05/17/2019,JPFA,LG,27844.0,36559172,1313.0,S,D
05/17/2019,JPFA,CC,23511.0,31246119,1329.0,S,D
05/17/2019,JPFA,KZ,22500.0,29857500,1327.0,S,D
05/17/2019,JPFA,FS,18187.0,24134149,1327.0,S,D
05/17/2019,JPFA,PD,16277.0,21567025,1325.0,S,D
05/17/2019,JPFA,AO,13687.0,18080527,1321.0,S,D
05/17/2019,JPFA,DR,11245.0,14719705,1309.0,S,D
05/17/2019,JPFA,KS,9305.0,12338430,1326.0,S,D
05/20/2019,JPFA,YP,40377.0,54024426,1338.0,B,A
05/20/2019,JPFA,CC,30430.0,40806630,1341.0,B,A
05/20/2019,JPFA,KZ,21920.0,29460480,1344.0,B,A
05/20/2019,JPFA,PD,21770.0,29062950,1335.0,B,A
05/20/2019,JPFA,YB,16386.0,22104714,1349.0,B,A
05/20/2019,JPFA,LG,15054.0,20036874,1331.0,B,A
05/20/2019,JPFA,YU,11634.0,15601194,1341.0,B,A
05/20/2019,JPFA,NI,11329.0,15260163,1347.0,B,A
05/20/2019,JPFA,KK,11106.0,14704344,1324.0,B,A
05/20/2019,JPFA,DR,8378.0,11276788,1346.0,B,A
05/20/2019,JPFA,LG,85315.0,113980840,1336.0,S,A
05/20/2019,JPFA,YP,28117.0,37873599,1347.0,S,A
05/20/2019,JPFA,CC,22644.0,30410892,1343.0,S,A
05/20/2019,JPFA,MS,20577.0,27655488,1344.0,S,A
05/20/2019,JPFA,PD,16297.0,21886871,1343.0,S,A
05/20/2019,JPFA,YU,13705.0,18364700,1340.0,S,A
05/20/2019,JPFA,CP,11597.0,15145682,1306.0,S,A
05/20/2019,JPFA,NI,10808.0,14536760,1345.0,S,A
05/20/2019,JPFA,YJ,7422.0,9975168,1344.0,S,A
05/20/2019,JPFA,CS,7266.0,9765504,1344.0,S,A
05/20/2019,JPFA,KZ,21920.0,29460480,1344.0,B,F
05/20/2019,JPFA,CC,15612.0,20888856,1338.0,B,F
05/20/2019,JPFA,KK,5300.0,6890000,1300.0,B,F
05/20/2019,JPFA,BK,3251.0,4288069,1319.0,B,F
05/20/2019,JPFA,PD,1500.0,2025000,1350.0,B,F
05/20/2019,JPFA,MS,397.0,535553,1349.0,B,F
05/20/2019,JPFA,CS,274.0,369900,1350.0,B,F
05/20/2019,JPFA,MG,200.0,261000,1305.0,B,F
05/20/2019,JPFA,ZP,1.0,1320,1320.0,B,F
05/20/2019,JPFA,MS,20577.0,27655488,1344.0,S,F
05/20/2019,JPFA,CS,7266.0,9765504,1344.0,S,F
05/20/2019,JPFA,YU,3162.0,4252890,1345.0,S,F
05/20/2019,JPFA,MG,200.0,269000,1345.0,S,F
05/20/2019,JPFA,GR,125.0,168125,1345.0,S,F
05/20/2019,JPFA,ZP,1.0,1320,1320.0,S,F
05/20/2019,JPFA,YP,40377.0,54024426,1338.0,B,D
05/20/2019,JPFA,PD,20270.0,27040180,1334.0,B,D
05/20/2019,JPFA,YB,16386.0,22104714,1349.0,B,D
05/20/2019,JPFA,LG,15054.0,20036874,1331.0,B,D
05/20/2019,JPFA,CC,14818.0,19915392,1344.0,B,D
05/20/2019,JPFA,YU,11634.0,15601194,1341.0,B,D
05/20/2019,JPFA,NI,11329.0,15260163,1347.0,B,D
05/20/2019,JPFA,DR,8378.0,11276788,1346.0,B,D
05/20/2019,JPFA,EP,8219.0,11079212,1348.0,B,D
05/20/2019,JPFA,SQ,5832.0,7855704,1347.0,B,D
05/20/2019,JPFA,LG,85315.0,113980840,1336.0,S,D
05/20/2019,JPFA,YP,28117.0,37873599,1347.0,S,D
05/20/2019,JPFA,CC,22644.0,30410892,1343.0,S,D
05/20/2019,JPFA,PD,16297.0,21886871,1343.0,S,D
05/20/2019,JPFA,CP,11597.0,15145682,1306.0,S,D
05/20/2019,JPFA,NI,10808.0,14536760,1345.0,S,D
05/20/2019,JPFA,YU,10543.0,14106534,1338.0,S,D
05/20/2019,JPFA,YJ,7422.0,9975168,1344.0,S,D
05/20/2019,JPFA,KK,6865.0,9226560,1344.0,S,D
05/20/2019,JPFA,ZP,5625.0,7526250,1338.0,S,D
05/21/2019,JPFA,YP,44911.0,62111913,1383.0,B,A
05/21/2019,JPFA,KZ,32195.0,43849590,1362.0,B,A
05/21/2019,JPFA,GR,31925.0,43960725,1377.0,B,A
05/21/2019,JPFA,PD,24522.0,33889404,1382.0,B,A
05/21/2019,JPFA,CC,22828.0,31502640,1380.0,B,A
05/21/2019,JPFA,ZP,19866.0,27494544,1384.0,B,A
05/21/2019,JPFA,LG,17996.0,24816484,1379.0,B,A
05/21/2019,JPFA,AO,17900.0,24540900,1371.0,B,A
05/21/2019,JPFA,YU,16514.0,22789320,1380.0,B,A
05/21/2019,JPFA,CG,14023.0,19337717,1379.0,B,A
05/21/2019,JPFA,LG,68581.0,94984685,1385.0,S,A
05/21/2019,JPFA,CC,37466.0,51290954,1369.0,S,A
05/21/2019,JPFA,YP,32722.0,45058194,1377.0,S,A
05/21/2019,JPFA,YU,20434.0,28137618,1377.0,S,A
05/21/2019,JPFA,IF,19533.0,26936007,1379.0,S,A
05/21/2019,JPFA,PD,14506.0,20032786,1381.0,S,A
05/21/2019,JPFA,CS,12760.0,17506720,1372.0,S,A
05/21/2019,JPFA,AZ,12165.0,16653885,1369.0,S,A
05/21/2019,JPFA,LS,11908.0,16635476,1397.0,S,A
05/21/2019,JPFA,YB,11185.0,15524780,1388.0,S,A
05/21/2019,JPFA,KZ,32195.0,43849590,1362.0,B,F
05/21/2019,JPFA,CG,14023.0,19337717,1379.0,B,F
05/21/2019,JPFA,BK,10730.0,14914700,1390.0,B,F
05/21/2019,JPFA,CC,4075.0,5692775,1397.0,B,F
05/21/2019,JPFA,YU,2000.0,2756000,1378.0,B,F
05/21/2019,JPFA,KK,1500.0,2055000,1370.0,B,F
05/21/2019,JPFA,MG,300.0,408000,1360.0,B,F
05/21/2019,JPFA,GR,250.0,345000,1380.0,B,F
05/21/2019,JPFA,LG,15.0,20625,1375.0,B,F
05/21/2019,JPFA,CC,13354.0,18241564,1366.0,S,F
05/21/2019,JPFA,CS,12760.0,17506720,1372.0,S,F
