,date,code,broker,lot,val,avg,status,fd
0,05/10/2019,POSA,SA,3999.0,1015746.0,254.0,B,A
1,05/10/2019,POSA,YB,2367.0,601218.0,254.0,B,A
2,05/10/2019,POSA,HP,1122.0,284988.0,254.0,B,A
3,05/10/2019,POSA,XA,120.0,18000.0,150.0,B,A
4,05/10/2019,POSA,EP,100.0,20000.0,200.0,B,A
5,05/10/2019,POSA,AI,34.0,6460.0,190.0,B,A
6,05/10/2019,POSA,,,,,B,A
7,05/10/2019,POSA,,,,,B,A
8,05/10/2019,POSA,,,,,B,A
9,05/10/2019,POSA,,,,,B,A
10,05/10/2019,POSA,PC,2310.0,586740.0,254.0,S,A
11,05/10/2019,POSA,XA,1480.0,364080.0,246.0,S,A
12,05/10/2019,POSA,PD,1430.0,363220.0,254.0,S,A
13,05/10/2019,POSA,SQ,1130.0,287020.0,254.0,S,A
14,05/10/2019,POSA,CP,546.0,131040.0,240.0,S,A
15,05/10/2019,POSA,GR,360.0,91440.0,254.0,S,A
16,05/10/2019,POSA,AO,355.0,90170.0,254.0,S,A
17,05/10/2019,POSA,ID,36.0,9144.0,254.0,S,A
18,05/10/2019,POSA,NI,33.0,8382.0,254.0,S,A
19,05/10/2019,POSA,BQ,30.0,7620.0,254.0,S,A
20,05/10/2019,POSA,,,,,B,F
21,05/10/2019,POSA,,,,,B,F
22,05/10/2019,POSA,,,,,B,F
23,05/10/2019,POSA,,,,,B,F
24,05/10/2019,POSA,,,,,B,F
25,05/10/2019,POSA,,,,,B,F
26,05/10/2019,POSA,,,,,B,F
27,05/10/2019,POSA,,,,,B,F
28,05/10/2019,POSA,,,,,B,F
29,05/10/2019,POSA,,,,,B,F
30,05/10/2019,POSA,,,,,S,F
31,05/10/2019,POSA,,,,,S,F
32,05/10/2019,POSA,,,,,S,F
33,05/10/2019,POSA,,,,,S,F
34,05/10/2019,POSA,,,,,S,F
35,05/10/2019,POSA,,,,,S,F
36,05/10/2019,POSA,,,,,S,F
37,05/10/2019,POSA,,,,,S,F
38,05/10/2019,POSA,,,,,S,F
39,05/10/2019,POSA,,,,,S,F
40,05/10/2019,POSA,SA,3999.0,1015746.0,254.0,B,D
41,05/10/2019,POSA,YB,2367.0,601218.0,254.0,B,D
42,05/10/2019,POSA,HP,1122.0,284988.0,254.0,B,D
43,05/10/2019,POSA,XA,120.0,18000.0,150.0,B,D
44,05/10/2019,POSA,EP,100.0,20000.0,200.0,B,D
45,05/10/2019,POSA,AI,34.0,6460.0,190.0,B,D
46,05/10/2019,POSA,,,,,B,D
47,05/10/2019,POSA,,,,,B,D
48,05/10/2019,POSA,,,,,B,D
49,05/10/2019,POSA,,,,,B,D
50,05/10/2019,POSA,PC,2310.0,586740.0,254.0,S,D
51,05/10/2019,POSA,XA,1480.0,364080.0,246.0,S,D
52,05/10/2019,POSA,PD,1430.0,363220.0,254.0,S,D
53,05/10/2019,POSA,SQ,1130.0,287020.0,254.0,S,D
54,05/10/2019,POSA,CP,546.0,131040.0,240.0,S,D
55,05/10/2019,POSA,GR,360.0,91440.0,254.0,S,D
56,05/10/2019,POSA,AO,355.0,90170.0,254.0,S,D
57,05/10/2019,POSA,ID,36.0,9144.0,254.0,S,D
58,05/10/2019,POSA,NI,33.0,8382.0,254.0,S,D
59,05/10/2019,POSA,BQ,30.0,7620.0,254.0,S,D
0,05/11/2019,POSA,,,,,B,A
1,05/11/2019,POSA,,,,,B,A
2,05/11/2019,POSA,,,,,B,A
3,05/11/2019,POSA,,,,,B,A
4,05/11/2019,POSA,,,,,B,A
5,05/11/2019,POSA,,,,,B,A
6,05/11/2019,POSA,,,,,B,A
7,05/11/2019,POSA,,,,,B,A
8,05/11/2019,POSA,,,,,B,A
9,05/11/2019,POSA,,,,,B,A
10,05/11/2019,POSA,,,,,S,A
11,05/11/2019,POSA,,,,,S,A
12,05/11/2019,POSA,,,,,S,A
13,05/11/2019,POSA,,,,,S,A
14,05/11/2019,POSA,,,,,S,A
15,05/11/2019,POSA,,,,,S,A
16,05/11/2019,POSA,,,,,S,A
17,05/11/2019,POSA,,,,,S,A
18,05/11/2019,POSA,,,,,S,A
19,05/11/2019,POSA,,,,,S,A
20,05/11/2019,POSA,,,,,B,F
21,05/11/2019,POSA,,,,,B,F
22,05/11/2019,POSA,,,,,B,F
23,05/11/2019,POSA,,,,,B,F
24,05/11/2019,POSA,,,,,B,F
25,05/11/2019,POSA,,,,,B,F
26,05/11/2019,POSA,,,,,B,F
27,05/11/2019,POSA,,,,,B,F
28,05/11/2019,POSA,,,,,B,F
29,05/11/2019,POSA,,,,,B,F
30,05/11/2019,POSA,,,,,S,F
31,05/11/2019,POSA,,,,,S,F
32,05/11/2019,POSA,,,,,S,F
33,05/11/2019,POSA,,,,,S,F
34,05/11/2019,POSA,,,,,S,F
35,05/11/2019,POSA,,,,,S,F
36,05/11/2019,POSA,,,,,S,F
37,05/11/2019,POSA,,,,,S,F
38,05/11/2019,POSA,,,,,S,F
39,05/11/2019,POSA,,,,,S,F
40,05/11/2019,POSA,,,,,B,D
41,05/11/2019,POSA,,,,,B,D
42,05/11/2019,POSA,,,,,B,D
43,05/11/2019,POSA,,,,,B,D
44,05/11/2019,POSA,,,,,B,D
45,05/11/2019,POSA,,,,,B,D
46,05/11/2019,POSA,,,,,B,D
47,05/11/2019,POSA,,,,,B,D
48,05/11/2019,POSA,,,,,B,D
49,05/11/2019,POSA,,,,,B,D
50,05/11/2019,POSA,,,,,S,D
51,05/11/2019,POSA,,,,,S,D
52,05/11/2019,POSA,,,,,S,D
53,05/11/2019,POSA,,,,,S,D
54,05/11/2019,POSA,,,,,S,D
55,05/11/2019,POSA,,,,,S,D
56,05/11/2019,POSA,,,,,S,D
57,05/11/2019,POSA,,,,,S,D
58,05/11/2019,POSA,,,,,S,D
59,05/11/2019,POSA,,,,,S,D
0,05/12/2019,POSA,,,,,B,A
1,05/12/2019,POSA,,,,,B,A
2,05/12/2019,POSA,,,,,B,A
3,05/12/2019,POSA,,,,,B,A
4,05/12/2019,POSA,,,,,B,A
5,05/12/2019,POSA,,,,,B,A
6,05/12/2019,POSA,,,,,B,A
7,05/12/2019,POSA,,,,,B,A
8,05/12/2019,POSA,,,,,B,A
9,05/12/2019,POSA,,,,,B,A
10,05/12/2019,POSA,,,,,S,A
11,05/12/2019,POSA,,,,,S,A
12,05/12/2019,POSA,,,,,S,A
13,05/12/2019,POSA,,,,,S,A
14,05/12/2019,POSA,,,,,S,A
15,05/12/2019,POSA,,,,,S,A
16,05/12/2019,POSA,,,,,S,A
17,05/12/2019,POSA,,,,,S,A
18,05/12/2019,POSA,,,,,S,A
19,05/12/2019,POSA,,,,,S,A
20,05/12/2019,POSA,,,,,B,F
21,05/12/2019,POSA,,,,,B,F
22,05/12/2019,POSA,,,,,B,F
23,05/12/2019,POSA,,,,,B,F
24,05/12/2019,POSA,,,,,B,F
25,05/12/2019,POSA,,,,,B,F
26,05/12/2019,POSA,,,,,B,F
27,05/12/2019,POSA,,,,,B,F
28,05/12/2019,POSA,,,,,B,F
29,05/12/2019,POSA,,,,,B,F
30,05/12/2019,POSA,,,,,S,F
31,05/12/2019,POSA,,,,,S,F
32,05/12/2019,POSA,,,,,S,F
33,05/12/2019,POSA,,,,,S,F
34,05/12/2019,POSA,,,,,S,F
35,05/12/2019,POSA,,,,,S,F
36,05/12/2019,POSA,,,,,S,F
37,05/12/2019,POSA,,,,,S,F
38,05/12/2019,POSA,,,,,S,F
39,05/12/2019,POSA,,,,,S,F
40,05/12/2019,POSA,,,,,B,D
41,05/12/2019,POSA,,,,,B,D
42,05/12/2019,POSA,,,,,B,D
43,05/12/2019,POSA,,,,,B,D
44,05/12/2019,POSA,,,,,B,D
45,05/12/2019,POSA,,,,,B,D
46,05/12/2019,POSA,,,,,B,D
47,05/12/2019,POSA,,,,,B,D
48,05/12/2019,POSA,,,,,B,D
49,05/12/2019,POSA,,,,,B,D
50,05/12/2019,POSA,,,,,S,D
51,05/12/2019,POSA,,,,,S,D
52,05/12/2019,POSA,,,,,S,D
53,05/12/2019,POSA,,,,,S,D
54,05/12/2019,POSA,,,,,S,D
55,05/12/2019,POSA,,,,,S,D
56,05/12/2019,POSA,,,,,S,D
57,05/12/2019,POSA,,,,,S,D
58,05/12/2019,POSA,,,,,S,D
59,05/12/2019,POSA,,,,,S,D
0,05/13/2019,POSA,YB,224.0,70784.0,316.0,B,A
1,05/13/2019,POSA,HP,142.0,44872.0,316.0,B,A
2,05/13/2019,POSA,,,,,B,A
3,05/13/2019,POSA,,,,,B,A
4,05/13/2019,POSA,,,,,B,A
5,05/13/2019,POSA,,,,,B,A
6,05/13/2019,POSA,,,,,B,A
7,05/13/2019,POSA,,,,,B,A
8,05/13/2019,POSA,,,,,B,A
9,05/13/2019,POSA,,,,,B,A
10,05/13/2019,POSA,YP,141.0,44556.0,316.0,S,A
11,05/13/2019,POSA,CP,64.0,20224.0,316.0,S,A
12,05/13/2019,POSA,XA,58.0,18328.0,316.0,S,A
13,05/13/2019,POSA,PD,40.0,12640.0,316.0,S,A
14,05/13/2019,POSA,AI,34.0,10744.0,316.0,S,A
15,05/13/2019,POSA,YJ,28.0,8848.0,316.0,S,A
16,05/13/2019,POSA,SA,1.0,316.0,316.0,S,A
17,05/13/2019,POSA,,,,,S,A
18,05/13/2019,POSA,,,,,S,A
19,05/13/2019,POSA,,,,,S,A
20,05/13/2019,POSA,,,,,B,F
21,05/13/2019,POSA,,,,,B,F
22,05/13/2019,POSA,,,,,B,F
23,05/13/2019,POSA,,,,,B,F
24,05/13/2019,POSA,,,,,B,F
25,05/13/2019,POSA,,,,,B,F
26,05/13/2019,POSA,,,,,B,F
27,05/13/2019,POSA,,,,,B,F
28,05/13/2019,POSA,,,,,B,F
29,05/13/2019,POSA,,,,,B,F
30,05/13/2019,POSA,,,,,S,F
31,05/13/2019,POSA,,,,,S,F
32,05/13/2019,POSA,,,,,S,F
33,05/13/2019,POSA,,,,,S,F
34,05/13/2019,POSA,,,,,S,F
35,05/13/2019,POSA,,,,,S,F
36,05/13/2019,POSA,,,,,S,F
37,05/13/2019,POSA,,,,,S,F
38,05/13/2019,POSA,,,,,S,F
39,05/13/2019,POSA,,,,,S,F
40,05/13/2019,POSA,YB,224.0,70784.0,316.0,B,D
41,05/13/2019,POSA,HP,142.0,44872.0,316.0,B,D
42,05/13/2019,POSA,,,,,B,D
43,05/13/2019,POSA,,,,,B,D
44,05/13/2019,POSA,,,,,B,D
45,05/13/2019,POSA,,,,,B,D
46,05/13/2019,POSA,,,,,B,D
47,05/13/2019,POSA,,,,,B,D
48,05/13/2019,POSA,,,,,B,D
49,05/13/2019,POSA,,,,,B,D
50,05/13/2019,POSA,YP,141.0,44556.0,316.0,S,D
51,05/13/2019,POSA,CP,64.0,20224.0,316.0,S,D
52,05/13/2019,POSA,XA,58.0,18328.0,316.0,S,D
53,05/13/2019,POSA,PD,40.0,12640.0,316.0,S,D
54,05/13/2019,POSA,AI,34.0,10744.0,316.0,S,D
55,05/13/2019,POSA,YJ,28.0,8848.0,316.0,S,D
56,05/13/2019,POSA,SA,1.0,316.0,316.0,S,D
57,05/13/2019,POSA,,,,,S,D
58,05/13/2019,POSA,,,,,S,D
59,05/13/2019,POSA,,,,,S,D
0,05/14/2019,POSA,CP,628200.0,244998000.0,390.0,B,A
1,05/14/2019,POSA,MG,768.0,302592.0,394.0,B,A
2,05/14/2019,POSA,HP,114.0,44916.0,394.0,B,A
3,05/14/2019,POSA,,,,,B,A
4,05/14/2019,POSA,,,,,B,A
5,05/14/2019,POSA,,,,,B,A
6,05/14/2019,POSA,,,,,B,A
7,05/14/2019,POSA,,,,,B,A
8,05/14/2019,POSA,,,,,B,A
9,05/14/2019,POSA,,,,,B,A
10,05/14/2019,POSA,CP,628258.0,245020620.0,390.0,S,A
11,05/14/2019,POSA,XA,370.0,145780.0,394.0,S,A
12,05/14/2019,POSA,YB,224.0,88256.0,394.0,S,A
13,05/14/2019,POSA,OD,78.0,30732.0,394.0,S,A
14,05/14/2019,POSA,YP,73.0,28762.0,394.0,S,A
15,05/14/2019,POSA,KK,57.0,22458.0,394.0,S,A
16,05/14/2019,POSA,NI,12.0,4728.0,394.0,S,A
17,05/14/2019,POSA,LS,10.0,3940.0,394.0,S,A
18,05/14/2019,POSA,,,,,S,A
19,05/14/2019,POSA,,,,,S,A
20,05/14/2019,POSA,,,,,B,F
21,05/14/2019,POSA,,,,,B,F
22,05/14/2019,POSA,,,,,B,F
23,05/14/2019,POSA,,,,,B,F
24,05/14/2019,POSA,,,,,B,F
25,05/14/2019,POSA,,,,,B,F
26,05/14/2019,POSA,,,,,B,F
27,05/14/2019,POSA,,,,,B,F
28,05/14/2019,POSA,,,,,B,F
29,05/14/2019,POSA,,,,,B,F
30,05/14/2019,POSA,,,,,S,F
31,05/14/2019,POSA,,,,,S,F
32,05/14/2019,POSA,,,,,S,F
33,05/14/2019,POSA,,,,,S,F
34,05/14/2019,POSA,,,,,S,F
35,05/14/2019,POSA,,,,,S,F
36,05/14/2019,POSA,,,,,S,F
37,05/14/2019,POSA,,,,,S,F
38,05/14/2019,POSA,,,,,S,F
39,05/14/2019,POSA,,,,,S,F
40,05/14/2019,POSA,CP,628200.0,244998000.0,390.0,B,D
41,05/14/2019,POSA,MG,768.0,302592.0,394.0,B,D
42,05/14/2019,POSA,HP,114.0,44916.0,394.0,B,D
43,05/14/2019,POSA,,,,,B,D
44,05/14/2019,POSA,,,,,B,D
45,05/14/2019,POSA,,,,,B,D
46,05/14/2019,POSA,,,,,B,D
47,05/14/2019,POSA,,,,,B,D
48,05/14/2019,POSA,,,,,B,D
49,05/14/2019,POSA,,,,,B,D
50,05/14/2019,POSA,CP,628258.0,245020620.0,390.0,S,D
51,05/14/2019,POSA,XA,370.0,145780.0,394.0,S,D
52,05/14/2019,POSA,YB,224.0,88256.0,394.0,S,D
53,05/14/2019,POSA,OD,78.0,30732.0,394.0,S,D
54,05/14/2019,POSA,YP,73.0,28762.0,394.0,S,D
55,05/14/2019,POSA,KK,57.0,22458.0,394.0,S,D
56,05/14/2019,POSA,NI,12.0,4728.0,394.0,S,D
57,05/14/2019,POSA,LS,10.0,3940.0,394.0,S,D
58,05/14/2019,POSA,,,,,S,D
59,05/14/2019,POSA,,,,,S,D
0,05/15/2019,POSA,YP,487889.0,153685035.0,315.0,B,A
1,05/15/2019,POSA,FS,388000.0,116400000.0,300.0,B,A
2,05/15/2019,POSA,XA,60314.0,29252290.0,485.0,B,A
3,05/15/2019,POSA,YB,21494.0,10575048.0,492.0,B,A
4,05/15/2019,POSA,PD,17047.0,8335983.0,489.0,B,A
5,05/15/2019,POSA,CC,11703.0,5746173.0,491.0,B,A
6,05/15/2019,POSA,OD,9044.0,4440604.0,491.0,B,A
7,05/15/2019,POSA,KS,7228.0,3556176.0,492.0,B,A
8,05/15/2019,POSA,KK,4341.0,2122749.0,489.0,B,A
9,05/15/2019,POSA,HP,3850.0,1890350.0,491.0,B,A
10,05/15/2019,POSA,CP,844310.0,254137310.0,301.0,S,A
11,05/15/2019,POSA,LS,74377.0,36072845.0,485.0,S,A
12,05/15/2019,POSA,YB,21534.0,10594728.0,492.0,S,A
13,05/15/2019,POSA,AO,21223.0,10441716.0,492.0,S,A
14,05/15/2019,POSA,YP,16285.0,7979650.0,490.0,S,A
15,05/15/2019,POSA,PD,7579.0,3683394.0,486.0,S,A
16,05/15/2019,POSA,CC,6149.0,2994563.0,487.0,S,A
17,05/15/2019,POSA,OD,5233.0,2558937.0,489.0,S,A
18,05/15/2019,POSA,XA,5107.0,2507537.0,491.0,S,A
19,05/15/2019,POSA,SA,4505.0,2216460.0,492.0,S,A
20,05/15/2019,POSA,KK,500.0,243000.0,486.0,B,F
21,05/15/2019,POSA,HP,200.0,98400.0,492.0,B,F
22,05/15/2019,POSA,AK,72.0,35280.0,490.0,B,F
23,05/15/2019,POSA,CC,30.0,14760.0,492.0,B,F
24,05/15/2019,POSA,,,,,B,F
25,05/15/2019,POSA,,,,,B,F
26,05/15/2019,POSA,,,,,B,F
27,05/15/2019,POSA,,,,,B,F
28,05/15/2019,POSA,,,,,B,F
29,05/15/2019,POSA,,,,,B,F
30,05/15/2019,POSA,XA,138.0,67896.0,492.0,S,F
31,05/15/2019,POSA,,,,,S,F
32,05/15/2019,POSA,,,,,S,F
33,05/15/2019,POSA,,,,,S,F
34,05/15/2019,POSA,,,,,S,F
35,05/15/2019,POSA,,,,,S,F
36,05/15/2019,POSA,,,,,S,F
37,05/15/2019,POSA,,,,,S,F
38,05/15/2019,POSA,,,,,S,F
39,05/15/2019,POSA,,,,,S,F
40,05/15/2019,POSA,YP,487889.0,153685035.0,315.0,B,D
41,05/15/2019,POSA,FS,388000.0,116400000.0,300.0,B,D
42,05/15/2019,POSA,XA,60314.0,29252290.0,485.0,B,D
43,05/15/2019,POSA,YB,21494.0,10575048.0,492.0,B,D
44,05/15/2019,POSA,PD,17047.0,8335983.0,489.0,B,D
45,05/15/2019,POSA,CC,11673.0,5731443.0,491.0,B,D
46,05/15/2019,POSA,OD,9044.0,4440604.0,491.0,B,D
47,05/15/2019,POSA,KS,7228.0,3556176.0,492.0,B,D
48,05/15/2019,POSA,KK,3841.0,1878249.0,489.0,B,D
49,05/15/2019,POSA,HP,3650.0,1792150.0,491.0,B,D
50,05/15/2019,POSA,CP,844310.0,254137310.0,301.0,S,D
51,05/15/2019,POSA,LS,74377.0,36072845.0,485.0,S,D
52,05/15/2019,POSA,YB,21534.0,10594728.0,492.0,S,D
53,05/15/2019,POSA,AO,21223.0,10441716.0,492.0,S,D
54,05/15/2019,POSA,YP,16285.0,7979650.0,490.0,S,D
55,05/15/2019,POSA,PD,7579.0,3683394.0,486.0,S,D
56,05/15/2019,POSA,CC,6149.0,2994563.0,487.0,S,D
57,05/15/2019,POSA,OD,5233.0,2558937.0,489.0,S,D
58,05/15/2019,POSA,XA,4969.0,2439779.0,491.0,S,D
59,05/15/2019,POSA,SA,4505.0,2216460.0,492.0,S,D
0,05/16/2019,POSA,XA,1.3 M,1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M1.3 M,370.0,B,A
1,05/16/2019,POSA,YP,162127,162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127162127,387.0,B,A
2,05/16/2019,POSA,PO,135100,135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100135100,370.0,B,A
3,05/16/2019,POSA,KK,56164,56164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164561645616456164,376.0,B,A
4,05/16/2019,POSA,CC,52513,525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513525135251352513,396.0,B,A
